index,Order_Id,Cust ID,Gender,Age,Date,Status,Channel ,SKU,Category,Size,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B
1712,407-9448315-4957921,9448315,Female,49,04-11-2022,Delivered,Others,SET300-KR-NP-M,Set,M,1,INR,919,LEH ladakh,LADAKH,194101,IN,False
1713,406-9885150-7845162,9885150,Male,57,04-11-2022,Delivered,Ajio,J0008-SKD-L,Set,L,1,INR,1075,GUWAHATI,ASSAM,781034,IN,False
1714,402-7610320-2713935,7610320,Male,49,04-11-2022,Delivered,Flipkart,J0095-SET-XXXL,Set,3XL,1,INR,633,BENGALURU,KARNATAKA,560025,IN,False
1715,408-3024186-7047537,3024186,Female,35,04-11-2022,Delivered,Ajio,J0003-SET-XL,Set,XL,1,INR,696,NEW DELHI,DELHI,110062,IN,False
1716,407-2002192-7944312,2002192,Female,46,04-11-2022,Returned,Ajio,JNE2291-KR-602-XXXL,kurta,3XL,1,INR,376,CHAMBA,HIMACHAL PRADESH,176310,IN,False
1717,407-1411653-5181962,1411653,Female,31,04-11-2022,Delivered,Amazon,JNE3368-KR-M,kurta,M,1,INR,471,HYDERABAD,TELANGANA,500055,IN,False
1718,408-6056033-7755524,6056033,Male,69,04-11-2022,Delivered,Amazon,SET253-KR-NP-XXXL,Set,3XL,1,INR,737,NEW DELHI,DELHI,110085,IN,False
1719,407-1929196-8761153,1929196,Female,62,04-11-2022,Delivered,Flipkart,SET268-KR-NP-S,Set,S,1,INR,698,JORETHANG,SIKKIM,737121,IN,False
1720,407-8741961-8514720,8741961,Female,46,04-11-2022,Delivered,Nalli,MEN5022-KR-M,kurta,M,1,INR,549,GHAZIABAD,UTTAR PRADESH,201009,IN,False
1721,407-8332629-7691511,8332629,Male,63,04-11-2022,Delivered,Nalli,J0244-SKD-XXXL,Set,3XL,1,INR,1174,NEW DELHI,DELHI,110062,IN,False
1722,404-1558173-0214747,1558173,Female,20,04-11-2022,Delivered,Ajio,JNE2131-KR-A-XL,kurta,XL,1,INR,599,BENGALURU,KARNATAKA,560036,IN,False
1723,402-7440192-0747523,7440192,Female,45,04-11-2022,Delivered,Flipkart,SET331-KR-NP-XXL,Set,XXL,1,INR,597,PATHANAMTHITTA,KERALA,686510,IN,False
1724,403-0137392-1413904,137392,Female,47,04-11-2022,Delivered,Amazon,J0301-TP-S,Top,S,1,INR,693,BHUBANESWAR,ODISHA,751019,IN,False
1725,407-0355604-8792340,355604,Female,44,04-11-2022,Delivered,Myntra,SAR030,Saree,Free,1,INR,405,Murwara Katni,MADHYA PRADESH,483501,IN,False
1726,404-9312519-2953929,9312519,Female,38,04-11-2022,Delivered,Flipkart,SAR007,Saree,Free,1,INR,487,COIMBATORE,TAMIL NADU,641006,IN,False
1727,402-0626064-6084350,626064,Male,29,04-11-2022,Delivered,Myntra,SET374-KR-NP-S,Set,S,1,INR,635,BILASPUR,CHHATTISGARH,495001,IN,False
1728,407-3624637-5041108,3624637,Female,43,04-11-2022,Returned,Amazon,JNE3758-KR-L,kurta,L,1,INR,357,ALLAHABAD,UTTAR PRADESH,211008,IN,False
1729,403-6411590-5750749,6411590,Female,25,04-11-2022,Delivered,Others,JNE3515-KR-M,kurta,M,1,INR,459,BENGALURU,KARNATAKA,560085,IN,False
1730,404-8435632-7577163,8435632,Female,38,04-11-2022,Delivered,Amazon,J0088-TP-XL,Top,XL,1,INR,497,AHMEDABAD,GUJARAT,380052,IN,False
1731,403-9378804-0789104,9378804,Female,77,04-11-2022,Delivered,Ajio,SET374-KR-NP-M,Set,M,1,INR,597,BENGALURU,KARNATAKA,560034,IN,False
1732,406-9476790-8787551,9476790,Female,49,04-11-2022,Delivered,Myntra,SET220-KR-PP-S,Set,S,1,INR,1199,LUCKNOW,UTTAR PRADESH,226012,IN,False
1733,402-7657456-6146715,7657456,Female,27,04-10-2022,Delivered,Amazon,J0230-SKD-M,Set,M,1,INR,999,BENGALURU,KARNATAKA,560008,IN,False
1734,405-7911124-9415505,7911124,Male,72,04-10-2022,Delivered,Flipkart,SET402-KR-NP-S,Set,S,1,INR,988,RATLAM,MADHYA PRADESH,457001,IN,False
1735,407-8548056-6694735,8548056,Female,40,04-10-2022,Delivered,Myntra,SET402-KR-NP-XXXL,Set,3XL,1,INR,988,JALANDHAR,PUNJAB,144003,IN,False
1736,405-8874896-2049133,8874896,Female,28,04-10-2022,Delivered,Amazon,JNE3400-KR-S,kurta,S,1,INR,459,HYDERABAD,TELANGANA,500028,IN,False
1737,405-9368312-9078761,9368312,Male,23,04-10-2022,Delivered,Others,J0005-DR-XXL,Western Dress,XXL,1,INR,899,MUMBAI,MAHARASHTRA,400092,IN,False
1738,407-7011061-3042734,7011061,Female,38,04-10-2022,Delivered,Amazon,J0012-SKD-XL,Set,XL,1,INR,1140,LUCKNOW,UTTAR PRADESH,226021,IN,False
1739,403-7146505-0884328,7146505,Female,32,04-10-2022,Delivered,Amazon,JNE3400-KR-XL,kurta,XL,1,INR,459,BURDWAN,WEST BENGAL,713103,IN,False
1740,404-9972035-9476321,9972035,Female,44,04-10-2022,Delivered,Meesho,JNE3468-KR-XXXL,kurta,3XL,1,INR,352,MUMBAI,MAHARASHTRA,400086,IN,True
1741,404-0692909-2727534,692909,Female,69,04-10-2022,Delivered,Meesho,SET192-KR-NP-S,Set,S,1,INR,648,NEW DELHI,DELHI,110021,IN,False
1742,403-8610220-3633963,8610220,Female,46,04-10-2022,Delivered,Amazon,JNE3609-KR-XS,kurta,XS,1,INR,568,BINOLA INDUSTRIAL AREA,HARYANA,122413,IN,False
1743,402-8122747-0393909,8122747,Female,24,04-10-2022,Returned,Flipkart,SET264-KR-NP-M,Set,M,1,INR,824,NEW DELHI,DELHI,110015,IN,False
1744,403-3777977-9946757,3777977,Female,23,04-10-2022,Delivered,Amazon,SET110-KR-PP-XL,Set,XL,1,INR,788,Nayagarh,ODISHA,752085,IN,False
1745,403-4185479-4257919,4185479,Male,20,04-10-2022,Delivered,Amazon,SET278-KR-NP-S,Set,S,1,INR,1450,GONDIYA,MAHARASHTRA,441614,IN,False
1746,402-0912390-5821961,912390,Female,32,04-10-2022,Delivered,Flipkart,SET290-KR-DPT-XXL,Set,XXL,1,INR,715,HYDERABAD,TELANGANA,500039,IN,False
1747,171-5750117-2857942,5750117,Female,32,04-10-2022,Delivered,Amazon,JNE1951-KR-155-XXL,kurta,XXL,1,INR,368,HYDERABAD,TELANGANA,500049,IN,False
1748,402-6262442-8491544,6262442,Male,21,04-10-2022,Delivered,Amazon,SET316-KR-DPT-XXL,Set,XXL,1,INR,1238,MORADABAD,UTTAR PRADESH,244001,IN,False
1749,408-4843663-2881118,4843663,Female,21,04-10-2022,Delivered,Flipkart,JNE2270-KR-487-A-XL,kurta,XL,1,INR,518,THIRUMANGALAM,TAMIL NADU,625706,IN,False
1750,407-0114320-7272372,114320,Female,27,04-10-2022,Delivered,Amazon,NW012-TP-PJ-L,Set,L,1,INR,537,HYDERABAD,TELANGANA,500004,IN,False
1751,402-9796696-0207544,9796696,Female,46,04-10-2022,Delivered,Amazon,J0119-TP-XL,Top,XL,1,INR,540,MUMBAI,MAHARASHTRA,400061,IN,False
1752,406-9898912-9600325,9898912,Female,21,04-10-2022,Delivered,Myntra,JNE3421-KR-XL,kurta,XL,1,INR,449,Virar west,MAHARASHTRA,401303,IN,False
1753,407-4310740-1265952,4310740,Male,64,04-10-2022,Delivered,Flipkart,SET187-KR-DH-M,Set,M,1,INR,671,BIKANER,RAJASTHAN,334001,IN,False
1754,405-7580202-3129933,7580202,Female,20,04-10-2022,Delivered,Amazon,JNE3468-KR-L,kurta,L,1,INR,399,JAIPUR,RAJASTHAN,302004,IN,False
1755,406-8853977-3210705,8853977,Female,76,04-10-2022,Delivered,Myntra,SET269-KR-NP-XL,Set,XL,1,INR,799,"Ranip,AHMEDABAD",GUJARAT,382480,IN,False
1756,403-8588850-2729105,8588850,Male,49,04-10-2022,Cancelled,Meesho,J0339-DR-XXXL,Western Dress,3XL,1,INR,744,BENGALURU,KARNATAKA,561203,IN,False
1757,404-0259182-7385127,259182,Female,61,04-10-2022,Delivered,Myntra,SAR026,Saree,Free,1,INR,599,MUMBAI,MAHARASHTRA,400037,IN,False
1758,405-8172537-4689939,8172537,Female,46,04-10-2022,Delivered,Amazon,J0003-SET-M,Set,M,1,INR,664,PIPILI,ODISHA,752104,IN,False
1759,405-8172537-4689939,8172537,Male,33,04-10-2022,Delivered,Ajio,J0006-SET-M,Ethnic Dress,M,1,INR,899,Inkollu,ANDHRA PRADESH,523167,IN,False
1760,407-8441367-2294719,8441367,Female,33,04-10-2022,Delivered,Ajio,JNE3633-KR-L,kurta,L,1,INR,459,PUDUCHERRY,PUDUCHERRY,605011,IN,False
1761,408-0176428-8467506,176428,Male,65,04-10-2022,Delivered,Amazon,SET324-KR-NP-XXL,Set,XXL,1,INR,589,CHANDRAPUR,MAHARASHTRA,442401,IN,False
1762,171-7717706-6545917,7717706,Male,41,04-10-2022,Delivered,Amazon,J0230-SKD-S,Set,S,1,INR,999,Bareilly,UTTAR PRADESH,243001,IN,False
1763,406-7868806-1650717,7868806,Female,38,04-10-2022,Delivered,Amazon,JNE3440-KR-N-M,kurta,M,1,INR,399,BENGALURU,KARNATAKA,560087,IN,False
1764,171-5820287-5303561,5820287,Male,28,04-10-2022,Delivered,Amazon,NW034-TP-PJ-XS,Set,XS,1,INR,774,FARIDABAD,HARYANA,121001,IN,False
1765,403-9741800-5819553,9741800,Female,51,04-10-2022,Delivered,Flipkart,J0355-KR-XL,kurta,XL,1,INR,589,NOIDA,UTTAR PRADESH,201301,IN,False
1766,407-0791618-9361133,791618,Female,18,04-10-2022,Delivered,Myntra,SET355-KR-PP-XXXL,Set,3XL,1,INR,1229,BHUBANESWAR,ODISHA,751019,IN,False
1767,403-7495401-0764342,7495401,Female,42,04-10-2022,Delivered,Flipkart,NW034-TP-PJ-L,Set,L,1,INR,613,JHAJJAR,HARYANA,124103,IN,False
1768,404-4981903-1518742,4981903,Female,30,04-10-2022,Delivered,Amazon,J0385-KR-XL,kurta,XL,1,INR,835,KURNOOL,ANDHRA PRADESH,518002,IN,False
1769,407-4044062-9733110,4044062,Female,61,04-10-2022,Delivered,Amazon,JNE3405-KR-M,kurta,M,1,INR,399,CHENNAI,TAMIL NADU,600073,IN,False
1770,403-4831900-3941118,4831900,Female,33,04-10-2022,Cancelled,Flipkart,JNE3405-KR-XXL,kurta,XXL,1,INR,399,JALGAON,MAHARASHTRA,424101,IN,False
1771,403-3033222-9834752,3033222,Female,65,04-10-2022,Delivered,Myntra,JNE3465-KR-XS,kurta,XS,1,INR,469,HYDERABAD,TELANGANA,500072,IN,False
1772,406-1512883-7585108,1512883,Male,23,04-10-2022,Delivered,Nalli,SET197-KR-NP-XXXL,Set,3XL,1,INR,759,Bengaluru,KARNATAKA,560062,IN,False
1773,407-3484078-1174741,3484078,Male,55,04-10-2022,Delivered,Flipkart,SET265-KR-NP-L,Set,L,1,INR,888,MANGALURU,KARNATAKA,574142,IN,False
1774,407-1108004-8829901,1108004,Female,70,04-10-2022,Delivered,Flipkart,J0301-TP-L,Top,L,1,INR,497,MUMBAI,MAHARASHTRA,400059,IN,False
1775,171-2621999-6061140,2621999,Female,28,04-10-2022,Cancelled,Ajio,JNE3405-KR-XXXL,kurta,3XL,1,INR,399,KANIGIRI,ANDHRA PRADESH,523230,IN,False
1776,406-4326061-5546766,4326061,Female,22,04-10-2022,Delivered,Amazon,JNE3560-KR-XS,kurta,XS,1,INR,544,MUMBAI,MAHARASHTRA,400018,IN,False
1777,171-5136408-2023508,5136408,Female,42,04-10-2022,Delivered,Myntra,SET183-KR-DH-XL,Set,XL,1,INR,759,Bangalore,KARNATAKA,560049,IN,False
1778,408-9706325-0101931,9706325,Female,39,04-10-2022,Delivered,Amazon,SAR018,Saree,Free,1,INR,1523,SULTANPUR,UTTAR PRADESH,228159,IN,False
1779,408-4067480-2993100,4067480,Female,32,04-10-2022,Delivered,Ajio,JNE3261-KR-M,kurta,M,1,INR,376,NOIDA,UTTAR PRADESH,201304,IN,False
1780,404-9512559-8996340,9512559,Female,30,04-10-2022,Delivered,Nalli,JNE3463-KR-M,kurta,M,1,INR,540,HYDERABAD,TELANGANA,500018,IN,False
1781,402-2413855-0618702,2413855,Female,43,04-10-2022,Delivered,Amazon,SET264-KR-NP-XXXL,Set,3XL,1,INR,824,DHANBAD,JHARKHAND,826001,IN,False
1782,402-5547944-7645953,5547944,Male,39,04-10-2022,Delivered,Flipkart,SET268-KR-NP-XL,Set,XL,1,INR,788,VISAKHAPATNAM,ANDHRA PRADESH,530002,IN,False
1783,402-5547944-7645953,5547944,Male,26,04-10-2022,Delivered,Amazon,SET206-KR-PP-S,Set,S,1,INR,522,GUWAHATI,ASSAM,781015,IN,False
1784,407-0504438-2024329,504438,Female,31,04-10-2022,Delivered,Flipkart,SET365-KR-NP-M,Set,M,1,INR,1099,BENGALURU,KARNATAKA,560097,IN,False
1785,405-4016197-7084310,4016197,Female,35,04-10-2022,Delivered,Myntra,MEN5019-KR-XL,kurta,XL,1,INR,635,CHIRALA,ANDHRA PRADESH,523157,IN,False
1786,404-4209955-2326722,4209955,Female,31,04-10-2022,Delivered,Flipkart,J0285-SKD-L,Set,L,1,INR,1442,KOLKATA,WEST BENGAL,700055,IN,False
1787,402-9257889-5093156,9257889,Female,40,04-10-2022,Delivered,Myntra,SET131-KR-NP-A-L,Set,L,1,INR,567,Khanna,PUNJAB,141401,IN,False
1788,403-3250527-2139532,3250527,Female,37,04-10-2022,Delivered,Amazon,SAR030,Saree,Free,1,INR,399,MOODBIDRI,KARNATAKA,574197,IN,False
1789,402-7487456-7382731,7487456,Female,35,04-10-2022,Delivered,Myntra,J0297-TP-S,Top,S,1,INR,499,PANAJI,GOA,403004,IN,False
1790,171-4080807-0210765,4080807,Female,18,04-10-2022,Delivered,Amazon,SAR030,Saree,Free,1,INR,1099,SHAJAPUR,MADHYA PRADESH,465001,IN,False
1791,404-9990602-5797161,9990602,Male,20,04-10-2022,Cancelled,Amazon,SAR004,Saree,Free,1,INR,394,VISAKHAPATNAM,ANDHRA PRADESH,530046,IN,False
1792,404-0921791-5774735,921791,Male,33,04-10-2022,Delivered,Amazon,SAR022,Saree,Free,1,INR,988,PATNA,BIHAR,800001,IN,False
1793,404-0921791-5774735,921791,Male,76,04-10-2022,Delivered,Flipkart,SAR004,Saree,Free,1,INR,696,VASAI VIRAR,MAHARASHTRA,401201,IN,False
1794,404-3944272-9360358,3944272,Female,55,04-10-2022,Delivered,Flipkart,J0230-SKD-XXL,Set,XXL,1,INR,1319,SILIGURI,WEST BENGAL,734001,IN,False
1795,408-1896213-3899560,1896213,Female,40,04-10-2022,Delivered,Flipkart,SET291-KR-PP-L,Set,L,1,INR,605,BENGALURU,KARNATAKA,560068,IN,False
1796,406-8160757-0481949,8160757,Male,38,04-10-2022,Delivered,Amazon,SAR019,Saree,Free,2,INR,752,JAMNAGAR,GUJARAT,361007,IN,False
1797,404-1614581-6008307,1614581,Male,27,04-10-2022,Delivered,Others,SET268-KR-NP-S,Set,S,1,INR,698,CHENNAI,TAMIL NADU,600056,IN,False
1798,404-4322712-0144357,4322712,Male,72,04-10-2022,Delivered,Myntra,BL107-S,Blouse,S,1,INR,545,HYDERABAD,TELANGANA,500029,IN,False
1799,406-3852429-4446764,3852429,Female,24,04-10-2022,Delivered,Myntra,SET185-KR-NP-S,Set,S,1,INR,911,Bangalore,KARNATAKA,560079,IN,False
1800,408-5178812-0436362,5178812,Male,51,04-10-2022,Delivered,Myntra,BL107-XXL,Blouse,XXL,1,INR,588,BHILAI,CHHATTISGARH,490024,IN,False
1801,403-1047940-6771503,1047940,Male,28,04-10-2022,Refunded,Nalli,J0346-SET-XXL,Set,XXL,1,INR,464,MUMBAI,MAHARASHTRA,400034,IN,False
1802,404-5814390-9258705,5814390,Female,27,04-10-2022,Delivered,Myntra,SAR001,Saree,Free,1,INR,475,BENGALURU,KARNATAKA,560032,IN,False
1803,407-5913566-5608361,5913566,Female,46,04-10-2022,Returned,Ajio,BL113-L,Blouse,L,1,INR,625,CHENNAI,TAMIL NADU,600020,IN,False
1804,403-9878858-9596345,9878858,Female,18,04-10-2022,Delivered,Myntra,SET110-KR-PP-S,Set,S,1,INR,788,Siliguri,WEST BENGAL,734001,IN,False
1805,171-8547981-6630726,8547981,Male,66,04-10-2022,Delivered,Amazon,SET187-KR-DH-M,Set,M,1,INR,671,KOLKATA,WEST BENGAL,700014,IN,False
1806,407-8311406-2116343,8311406,Female,75,04-10-2022,Delivered,Myntra,SAR013,Saree,Free,1,INR,999,NEW DELHI,DELHI,110092,IN,False
1807,404-0847500-6047554,847500,Male,32,04-10-2022,Delivered,Meesho,J0348-SET-S,Set,S,1,INR,478,Payyannur,KERALA,670307,IN,False
1808,403-3614541-5598701,3614541,Female,34,04-10-2022,Delivered,Amazon,SAR019,Saree,Free,1,INR,458,BENGALURU,KARNATAKA,560100,IN,False
1809,404-6343488-8969111,6343488,Female,49,04-10-2022,Delivered,Myntra,SET201-KR-NP-A-XL,Set,XL,1,INR,568,CHIRAKKAL,KERALA,670011,IN,False
1810,407-1145953-3325116,1145953,Male,37,04-10-2022,Delivered,Flipkart,J0349-SET-S,Set,S,1,INR,791,BHUBANESWAR,ODISHA,751024,IN,False
1811,407-7408385-6735521,7408385,Female,45,04-10-2022,Delivered,Myntra,SAR018,Saree,Free,1,INR,457,COIMBATORE,TAMIL NADU,641041,IN,False
1812,407-9764849-8353913,9764849,Female,45,04-10-2022,Delivered,Nalli,SAR030,Saree,Free,1,INR,526,BENGALURU,KARNATAKA,560066,IN,False
1813,402-7762025-8916348,7762025,Male,47,04-10-2022,Returned,Flipkart,SET363-KR-NP-XXL,Set,XXL,1,INR,1149,JAMMU,JAMMU & KASHMIR,180003,IN,False
1814,405-7026559-9641144,7026559,Male,43,04-10-2022,Delivered,Ajio,SET277-KR-NP-XL,Set,XL,1,INR,1338,NASHIK,MAHARASHTRA,422004,IN,False
1815,408-6908529-4934744,6908529,Female,28,04-10-2022,Delivered,Myntra,J0008-SKD-XS,Set,XS,1,INR,1147,DEHRADUN,UTTARAKHAND,248001,IN,False
1816,402-7098136-8078763,7098136,Female,61,04-10-2022,Delivered,Myntra,JNE3446-KR-S,kurta,S,1,INR,318,GHAZIABAD,UTTAR PRADESH,201002,IN,False
1817,402-9794993-0705148,9794993,Female,21,04-10-2022,Delivered,Others,BTM036-PP-S,Bottom,S,1,INR,360,NEYVELI,TAMIL NADU,607803,IN,False
1818,407-9410239-6081101,9410239,Female,33,04-10-2022,Delivered,Amazon,JNE3506-KR-S,kurta,S,1,INR,597,MUMBAI,MAHARASHTRA,400051,IN,False
1819,408-8422444-6945955,8422444,Female,45,04-10-2022,Delivered,Ajio,SET400-KR-NP-XXXL,Set,3XL,1,INR,1254,VARANASI,UTTAR PRADESH,221003,IN,False
1820,405-3582179-3235517,3582179,Female,25,04-10-2022,Delivered,Amazon,SAR001,Saree,Free,1,INR,759,JABALPUR,MADHYA PRADESH,482002,IN,False
1821,406-4346856-4819547,4346856,Male,63,04-10-2022,Delivered,Amazon,J0004-SKD-L,Set,L,1,INR,1127,Chennai,TAMIL NADU,600106,IN,False
1822,403-3433402-9595516,3433402,Male,42,04-10-2022,Delivered,Flipkart,J0003-SET-XXL,Set,XXL,1,INR,654,VAIJAPUR,MAHARASHTRA,423701,IN,False
1823,407-2252197-7465936,2252197,Male,74,04-10-2022,Delivered,Myntra,SET392-KR-NP-L,Set,L,1,INR,799,Dombivali,MAHARASHTRA,421204,IN,False
1824,407-6742401-7084321,6742401,Female,23,04-10-2022,Returned,Nalli,JNE2305-KR-533-M,kurta,M,1,INR,376,VELLORE,TAMIL NADU,632009,IN,False
1825,406-6860051-7389112,6860051,Male,28,04-10-2022,Delivered,Ajio,SET268-KR-NP-S,Set,S,1,INR,788,Mumbai,MAHARASHTRA,400071,IN,False
1826,406-6860051-7389112,6860051,Female,66,04-10-2022,Delivered,Amazon,SET269-KR-NP-XL,Set,XL,1,INR,824,NAGROTA,JAMMU & KASHMIR,181221,IN,False
1827,407-0901504-2406745,901504,Female,45,04-10-2022,Delivered,Flipkart,JNE3560-KR-L,kurta,L,1,INR,487,KRISHNAGIRI,TAMIL NADU,635001,IN,False
1828,403-0176494-4944365,176494,Male,78,04-10-2022,Delivered,Ajio,J0014-LCD-XL,Set,XL,1,INR,1199,MACHILIPATNAM,ANDHRA PRADESH,521002,IN,False
1829,406-0757722-3932333,757722,Male,45,04-10-2022,Delivered,Meesho,SET277-KR-NP-M,Set,M,1,INR,1268,UPPER TADONG,SIKKIM,737102,IN,False
1830,407-3592998-7652357,3592998,Female,34,04-10-2022,Delivered,Myntra,SET335-KR-NP-M,Set,M,1,INR,771,GURUGRAM,HARYANA,122001,IN,False
1831,407-3293343-9533150,3293343,Male,36,04-10-2022,Delivered,Flipkart,SET383-KR-NP-M,Set,M,1,INR,581,Bardhaman,WEST BENGAL,713103,IN,False
1832,407-3492180-8641914,3492180,Male,30,04-10-2022,Delivered,Amazon,J0003-SET-XS,Set,XS,1,INR,646,NOIDA,UTTAR PRADESH,201301,IN,False
1833,407-1390938-2769921,1390938,Male,56,04-10-2022,Delivered,Amazon,SET328-KR-NP-S,Set,S,1,INR,635,MUMBAI,MAHARASHTRA,400042,IN,False
1834,402-8819438-3932319,8819438,Male,36,04-10-2022,Delivered,Nalli,JNE3797-KR-M,Western Dress,M,1,INR,735,CHENNAI,TAMIL NADU,600076,IN,False
1835,402-9005367-4295569,9005367,Female,59,04-10-2022,Delivered,Flipkart,SET250-KR-SHA-XL,Set,XL,1,INR,648,NEW DELHI,DELHI,110059,IN,False
1836,171-1622706-9620348,1622706,Female,38,04-10-2022,Delivered,Amazon,JNE3421-KR-XL,kurta,XL,1,INR,435,CHENNAI,TAMIL NADU,600089,IN,False
1837,406-4941088-2343522,4941088,Male,38,04-10-2022,Delivered,Amazon,SET389-KR-NP-S,Set,S,1,INR,648,BANGALORE,KARNATAKA,560048,IN,True
1838,406-4941088-2343522,4941088,Female,28,04-10-2022,Delivered,Amazon,SET388-KR-NP-XXXL,Set,3XL,1,INR,1260,AGRA,UTTAR PRADESH,282005,IN,False
1839,171-3961106-2189146,3961106,Female,33,04-10-2022,Delivered,Amazon,J0369-SKD-M,Set,M,1,INR,1099,HYDERABAD,TELANGANA,500049,IN,False
1840,407-2439944-6108364,2439944,Female,68,04-10-2022,Delivered,Flipkart,J0419-TP-XXL,Top,XXL,1,INR,1099,JAIPUR,RAJASTHAN,302034,IN,False
1841,407-5915828-7878766,5915828,Female,18,04-10-2022,Delivered,Amazon,SET397-KR-NP  -M,Set,M,1,INR,999,BENGALURU,KARNATAKA,560096,IN,False
1842,171-2466684-6854763,2466684,Female,32,04-10-2022,Delivered,Meesho,SET128-KR-DH-XL,Set,XL,1,INR,921,OZAR,MAHARASHTRA,422207,IN,False
1843,171-9553161-6527536,9553161,Female,36,04-10-2022,Delivered,Myntra,JNE3546-KR-L,kurta,L,1,INR,458,PITHORAGARH,UTTARAKHAND,262501,IN,False
1844,403-6976074-5281135,6976074,Male,48,04-10-2022,Cancelled,Myntra,JNE3797-KR-A-XS,Western Dress,XS,1,INR,761,JAIPUR,RAJASTHAN,302021,IN,False
1845,171-7335997-7918722,7335997,Female,36,04-10-2022,Delivered,Amazon,SET171-KR-NP-XXXL,Set,3XL,1,INR,792,HYDERABAD,TELANGANA,500040,IN,False
1846,171-6648982-0798749,6648982,Female,63,04-10-2022,Returned,Myntra,SET364-KR-NP-L,Set,L,1,INR,1126,FARIDABAD,HARYANA,121009,IN,False
1847,402-9720670-2233169,9720670,Male,34,04-10-2022,Delivered,Flipkart,SET310-KR-NP-S,Set,S,1,INR,999,BENGALURU,KARNATAKA,560076,IN,False
1848,402-6889837-8313139,6889837,Male,20,04-10-2022,Delivered,Ajio,SET340-KR-NP-S,Set,S,1,INR,799,BENGALURU,KARNATAKA,560100,IN,False
1849,402-8764819-3937102,8764819,Male,52,04-10-2022,Cancelled,Flipkart,J0341-DR-L,Western Dress,L,1,INR,743,KURNOOL,ANDHRA PRADESH,518005,IN,False
1850,403-9107146-4775563,9107146,Female,27,04-10-2022,Delivered,Nalli,JNE3757-KR-L,kurta,L,1,INR,487,JAIPUR,RAJASTHAN,302015,IN,False
1851,406-9340243-5757138,9340243,Female,48,04-10-2022,Delivered,Amazon,SET389-KR-NP-XXXL,Set,3XL,1,INR,680,JAMMU,JAMMU & KASHMIR,180007,IN,False
1852,406-9340243-5757138,9340243,Female,43,04-10-2022,Delivered,Amazon,SET350-KR-NP-XXL,Set,XXL,1,INR,1122,HYDERABAD,TELANGANA,500090,IN,False
1853,406-9340243-5757138,9340243,Female,52,04-10-2022,Delivered,Myntra,SET393-KR-NP-S,Set,S,1,INR,969,Hosur,TAMIL NADU,635114,IN,False
1854,403-2655727-8608329,2655727,Female,42,04-10-2022,Delivered,Ajio,JNE3407-KR-L,kurta,L,1,INR,249,SHIRUR,MAHARASHTRA,412210,IN,False
1855,405-4075478-0401156,4075478,Female,65,04-10-2022,Delivered,Ajio,MEN5028-KR-XL,kurta,XL,1,INR,499,BENGALURU,KARNATAKA,562107,IN,False
1856,171-3590667-7109122,3590667,Female,39,04-10-2022,Delivered,Amazon,SAR015,Saree,Free,1,INR,452,RAJAHMUNDRY,ANDHRA PRADESH,533293,IN,False
1857,403-0514204-4605929,514204,Male,26,04-10-2022,Delivered,Amazon,J0130-SET-XL,Set,XL,1,INR,659,KOLKATA,WEST BENGAL,700023,IN,False
1858,403-4406261-4756366,4406261,Female,30,04-10-2022,Delivered,Myntra,JNE3489-KR-S,kurta,S,1,INR,487,JAMNAGAR,GUJARAT,361005,IN,False
1859,406-2114105-7958754,2114105,Male,29,04-10-2022,Delivered,Myntra,JNE3797-KR-M,Western Dress,M,1,INR,735,HYDERABAD,TELANGANA,500048,IN,False
1860,402-4976399-8849956,4976399,Female,41,04-10-2022,Delivered,Amazon,J0179-KR-XXXL,kurta,3XL,1,INR,696,NEW DELHI,DELHI,110009,IN,False
1861,404-1116044-8297149,1116044,Male,23,04-10-2022,Delivered,Nalli,SET156-KR-NP-L,Set,L,1,INR,680,Navi Mumbai,MAHARASHTRA,400708,IN,False
1862,405-1826037-6206769,1826037,Female,30,04-10-2022,Delivered,Myntra,MEN5029-KR-L,kurta,L,1,INR,495,AHMEDABAD,GUJARAT,380007,IN,False
1863,407-1635061-4573942,1635061,Female,35,04-10-2022,Delivered,Amazon,SAR006,Saree,Free,1,INR,579,Bangalore-560 086,KARNATAKA,560086,IN,False
1864,171-9180614-1173168,9180614,Female,25,04-10-2022,Delivered,Nalli,SET408-KR-NP-XXXL,Set,3XL,1,INR,499,port blair,ANDAMAN & NICOBAR ,744101,IN,False
1865,171-4176356-2941949,4176356,Male,68,04-10-2022,Delivered,Myntra,SET138-KR-PP-M,Set,M,1,INR,729,GAYA,BIHAR,823001,IN,False
1866,404-5798780-8233932,5798780,Female,65,04-10-2022,Delivered,Amazon,J0150-KR-S,kurta,S,1,INR,399,haridwar,UTTARAKHAND,249401,IN,False
1867,171-8492966-3951512,8492966,Female,71,04-10-2022,Delivered,Myntra,SET304-KR-DPT-L,Set,L,1,INR,1125,LUDHIANA,PUNJAB,141010,IN,False
1868,407-2103967-9718705,2103967,Male,72,04-10-2022,Delivered,Amazon,SET380-KR-NP-XXL,Set,XXL,1,INR,984,Rourkela,ODISHA,769012,IN,False
1869,171-5757863-4977124,5757863,Male,30,04-10-2022,Delivered,Flipkart,SET388-KR-NP-XXXL,Set,3XL,1,INR,1299,BENGALURU,KARNATAKA,560070,IN,False
